Navn,Hold,Position,Pris,Startpris,Vækst Runde 1,Vækst Runde 2,Vækst Runde 3,Vækst%,Runde1-points,Popularitet%,UdeAfSpil,Skadet
Mehdi Torabi,Iran,MID,2002000,2000000,-5000,12000,-5000,0.10,0,0.02,Nej,Nej
Roozbeh Cheshmi,Iran,MID,1985000,2000000,-5000,-5000,-5000,-0.75,0,0.01,Nej,Nej
Omid Noorafkan,Iran,MID,2500000,2500000,0,0,0,0.00,0,0.00,Ja,Nej
Saeid Ezatolahi,Iran,MID,2522000,2500000,26000,2000,-6000,0.88,0,0.03,Nej,Nej
Amir Mohammad Razzaghinia,Iran,MID,1985000,2000000,-5000,-5000,-5000,-0.75,0,0.03,Nej,Nej
Mehdi Ghayedi,Iran,MID,3004000,3000000,14000,-5000,-5000,0.13,0,0.04,Nej,Nej
Nicolas Raskin,Belgien,MID,2646000,2500000,22000,12000,112000,5.84,0,0.17,Nej,Nej
Hans Vanaken,Belgien,MID,4098000,4000000,12000,12000,74000,2.45,0,0.25,Nej,Nej
Youri Tielemans,Belgien,MID,3590000,3500000,14000,22000,54000,2.57,0,6.26,Nej,Nej
Axel Witsel,Belgien,MID,2985000,3000000,-5000,-5000,-5000,-0.50,0,0.49,Nej,Nej
Kevin De Bruyne,Belgien,MID,7268000,7000000,24000,22000,222000,3.83,0,2.43,Nej,Nej
Diego Moreira,Belgien,MID,1985000,2000000,-5000,-5000,-5000,-0.75,0,0.33,Nej,Nej
Saman Ghoddos,Iran,MID,2542000,2500000,16000,12000,14000,1.68,0,0.02,Nej,Nej
Charles Vanhoutte,Belgien,MID,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Amadou Onana,Belgien,MID,3043000,3000000,4000,-5000,44000,1.43,0,1.73,Nej,Nej
Zidane Iqbal,Iraq,MID,2433000,2500000,-17000,-25000,-25000,-2.68,0,0.02,Nej,Nej
Amir Al Ammari,Iraq,MID,2931000,3000000,37000,-45000,-61000,-2.30,0,0.03,Nej,Nej
Ahmed Qasem,Iraq,MID,1949000,2000000,-17000,-25000,-9000,-2.55,0,0.08,Nej,Nej
Aimar Sher,Iraq,MID,2489000,2500000,-5000,-1000,-5000,-0.44,0,0.01,Nej,Nej
Peter Gwargis,Iraq,MID,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Kevin Yakob,Iraq,MID,1973000,2000000,-5000,-5000,-17000,-1.35,0,0.45,Nej,Nej
Jose Luis Rodriguez Francis,Panama,MID,2483000,2500000,-1000,-9000,-7000,-0.68,0,0.02,Nej,Nej
Haissem Hassan,Egypten,MID,1985000,2000000,-5000,-5000,-5000,-0.75,0,0.04,Nej,Nej
Emam Ashour,Egypten,MID,2765000,2500000,197000,54000,14000,10.60,0,1.21,Nej,Nej
Mahmoud Trezeguet,Egypten,MID,3221000,3000000,-5000,192000,34000,7.37,0,0.07,Nej,Nej
Islam Issa,Egypten,MID,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Nabil 'Dunga' Emad,Egypten,MID,1985000,2000000,-5000,-5000,-5000,-0.75,0,0.02,Nej,Nej
Mostafa Ziko,Egypten,MID,2292000,2000000,24000,254000,14000,14.60,0,2.61,Nej,Nej
Marwan Ateya,Egypten,MID,3060000,3000000,-6000,54000,12000,2.00,0,0.03,Nej,Nej
Mohanad Lasheen,Egypten,MID,2542000,2500000,14000,34000,-6000,1.68,0,0.02,Nej,Nej
Hamdy Fathy,Egypten,MID,2533000,2500000,14000,24000,-5000,1.32,0,0.02,Nej,Nej
Mahmoud Saber,Egypten,MID,2634000,2500000,-5000,-5000,144000,5.36,0,0.01,Nej,Nej
Ibrahim Adel,Egypten,MID,3002000,3000000,12000,-5000,-5000,0.07,0,0.07,Nej,Nej
Ahmed Zizo,Egypten,MID,3066000,3000000,12000,42000,12000,2.20,0,0.25,Nej,Nej
Carlos Harvey,Panama,MID,2455000,2500000,-29000,1000,-17000,-1.80,0,0.01,Nej,Nej
Adalberto Carrasquilla,Panama,MID,2485000,2500000,-5000,-5000,-5000,-0.60,0,0.05,Nej,Nej
Alberto Quintero,Panama,MID,1989000,2000000,-5000,-5000,-1000,-0.55,0,0.04,Nej,Nej
Anibal Godoy,Panama,MID,2481000,2500000,-9000,-5000,-5000,-0.76,0,0.02,Nej,Nej
Cristian Martinez,Panama,MID,2506000,2500000,-1000,24000,-17000,0.24,0,0.01,Nej,Nej
Yoel Barcenas,Panama,MID,1945000,2000000,-9000,-29000,-17000,-2.75,0,0.13,Nej,Nej
Cesar Yanis,Panama,MID,1985000,2000000,-5000,-5000,-5000,-0.75,0,0.01,Nej,Nej
Azarias Londono,Panama,MID,1989000,2000000,-9000,-1000,-1000,-0.55,0,0.02,Nej,Nej
Ali Jasim,Iraq,MID,2981000,3000000,-7000,-5000,-7000,-0.63,0,0.05,Nej,Nej
Youssef Amyn,Iraq,MID,2481000,2500000,-5000,-9000,-5000,-0.76,0,0.01,Nej,Nej
Zaid Ismail,Iraq,MID,2471000,2500000,-7000,-17000,-5000,-1.16,0,0.01,Nej,Nej
Hasan Abdulkareem,Iraq,MID,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Marko Farji,Iraq,MID,2477000,2500000,-17000,-1000,-5000,-0.92,0,0.01,Nej,Nej
Ibrahim Bayesh,Iraq,MID,2419000,2500000,-15000,-25000,-41000,-3.24,0,0.01,Nej,Nej
Mohamed Rabie Hrimat,Marokko,MID,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Ayoube Amaimouni-Echghouyab,Marokko,MID,2549000,2500000,22000,32000,-5000,1.96,0,0.10,Nej,Nej
Samir El Mourabet,Marokko,MID,2086000,2000000,12000,32000,42000,4.30,0,0.12,Nej,Nej
Soufiane Rahimi,Marokko,MID,2846000,2500000,12000,32000,302000,13.84,0,0.06,Nej,Nej
Gessime Yassine,Marokko,MID,2192000,2000000,-5000,-5000,202000,9.60,0,0.07,Nej,Nej
Bilal El Khannouss,Marokko,MID,3142000,3000000,14000,52000,76000,4.73,0,0.39,Nej,Nej
Sofyan Amrabat,Marokko,MID,2546000,2500000,-5000,-5000,56000,1.84,0,0.19,Nej,Nej
Hakim Ziyech,Marokko,MID,2500000,2500000,0,0,0,0.00,0,0.00,Ja,Nej
Ayyoub Bouaddi,Marokko,MID,2051000,2000000,14000,42000,-5000,2.55,0,1.44,Nej,Nej
Eliesse Ben Seghir,Marokko,MID,3000000,3000000,0,0,0,0.00,0,0.00,Ja,Nej
Azzedine Ounahi,Marokko,MID,3108000,3000000,14000,42000,52000,3.60,0,0.43,Nej,Nej
Oussama Targhalline,Marokko,MID,2500000,2500000,0,0,0,0.00,0,0.00,Ja,Nej
Habib Diarra,Senegal,MID,2730000,2500000,-7000,-5000,242000,9.20,0,0.04,Nej,Nej
Neil El Aynaoui,Marokko,MID,3112000,3000000,14000,42000,56000,3.73,0,0.14,Nej,Nej
Ismael Saibari,Marokko,MID,4115000,3500000,164000,265000,186000,17.57,0,11.35,Nej,Nej
Pathe Ciss,Senegal,MID,2582000,2500000,1000,9000,72000,3.28,0,0.01,Nej,Nej
Lamine Camara,Senegal,MID,3088000,3000000,-9000,-15000,112000,2.93,0,0.06,Nej,Nej
Pape Matar Sarr,Senegal,MID,2499000,2500000,-5000,9000,-5000,-0.04,0,0.11,Nej,Nej
Iliman Ndiaye,Senegal,MID,3338000,3000000,61000,-5000,282000,11.27,0,0.57,Nej,Nej
Pape Alassane Gueye,Senegal,MID,3421000,3000000,-17000,-7000,445000,14.03,0,0.07,Nej,Nej
Cheikh Niasse,Senegal,MID,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Nampalys Mendy,Senegal,MID,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Ibrahim Mbaye,Senegal,MID,4196000,4000000,143000,1000,52000,4.90,0,0.15,Nej,Nej
Ismaila Sarr,Senegal,MID,4088000,3500000,-9000,305000,292000,16.80,0,0.76,Nej,Nej
Idrissa Gana Gueye,Senegal,MID,3060000,3000000,-17000,-5000,82000,2.00,0,0.10,Nej,Nej
Rani Khedira,Tunesien,MID,2949000,3000000,-35000,-1000,-15000,-1.70,0,0.01,Nej,Nej
Anis Ben Slimane,Tunesien,MID,2447000,2500000,-15000,-33000,-5000,-2.12,0,0.15,Nej,Nej
Aissa Laidouni,Tunesien,MID,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Bara Sapoko Ndiaye,Senegal,MID,1985000,2000000,-5000,-5000,-5000,-0.75,0,0.07,Nej,Nej
Sayfallah Ltaief,Tunesien,MID,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Mohamed 'Hadj' Mahmoud,Tunesien,MID,1977000,2000000,-17000,-5000,-1000,-1.15,0,0.03,Nej,Nej
Mortadha Ben Ouanes,Tunesien,MID,1989000,2000000,-5000,-5000,-1000,-0.55,0,0.00,Nej,Nej
Khalil Ayari,Tunesien,MID,1985000,2000000,-5000,-5000,-5000,-0.75,0,0.01,Nej,Nej
Ellyes Skhiri,Tunesien,MID,2387000,2500000,-15000,-33000,-65000,-4.52,0,0.01,Nej,Nej
Ferjani Sassi,Tunesien,MID,3000000,3000000,0,0,0,0.00,0,0.00,Ja,Nej
Naim Sliti,Tunesien,MID,2500000,2500000,0,0,0,0.00,0,0.00,Ja,Nej
Mohamed Ali Ben Romdhane,Tunesien,MID,3500000,3500000,0,0,0,0.00,0,0.00,Ja,Nej
Amor Layouni,Tunesien,MID,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Elias Achouri,Tunesien,MID,3491000,3500000,-7000,-1000,-1000,-0.26,0,0.27,Nej,Nej
Hannibal Mejbri,Tunesien,MID,3051000,3000000,29000,-33000,55000,1.70,0,0.04,Nej,Nej
Ismael Gharbi,Tunesien,MID,2451000,2500000,-17000,-17000,-15000,-1.96,0,0.00,Nej,Nej
Nasser Al-Dawsari,Saudi-Arabien,MID,2463000,2500000,4000,-33000,-8000,-1.48,0,0.02,Nej,Nej
Elias Saad,Tunesien,MID,2463000,2500000,-15000,-17000,-5000,-1.48,0,0.01,Nej,Nej
Sebastian Tounekti,Tunesien,MID,1965000,2000000,-17000,-17000,-1000,-1.75,0,0.02,Nej,Nej
Ayman Yahya Salem,Saudi-Arabien,MID,2485000,2500000,-5000,-5000,-5000,-0.60,0,0.01,Nej,Nej
Saleh Al-Shamat,Saudi-Arabien,MID,2500000,2500000,0,0,0,0.00,0,0.00,Ja,Nej
Musab Al-Juwayr,Saudi-Arabien,MID,2509000,2500000,22000,-25000,12000,0.36,0,0.01,Nej,Nej
Ziyad Al-Johani,Saudi-Arabien,MID,2485000,2500000,-5000,-5000,-5000,-0.60,0,0.01,Nej,Nej
Abdullah Al-Khaibari,Saudi-Arabien,MID,2501000,2500000,14000,-25000,12000,0.04,0,0.02,Nej,Nej
Mohamed Kanno,Saudi-Arabien,MID,3017000,3000000,24000,-29000,22000,0.57,0,0.02,Nej,Nej
Salem Al-Dawsari,Saudi-Arabien,MID,2973000,3000000,14000,-53000,12000,-0.90,0,0.03,Nej,Nej
Abdulrahman Al-Obood,Saudi-Arabien,MID,2500000,2500000,0,0,0,0.00,0,0.00,Ja,Nej
Ahmed Fathi,Qatar,MID,2458000,2500000,22000,-37000,-27000,-1.68,0,0.01,Nej,Nej
Abdulaziz Hatim Mohammed,Qatar,MID,2481000,2500000,-5000,-5000,-9000,-0.76,0,0.05,Nej,Nej
Alaa Hejji,Saudi-Arabien,MID,2006000,2000000,12000,-1000,-5000,0.30,0,0.02,Nej,Nej
Khalid Al-Ghannam,Saudi-Arabien,MID,2489000,2500000,-5000,-1000,-5000,-0.44,0,0.01,Nej,Nej
Assim Madibo,Qatar,MID,2424000,2500000,4000,-75000,-5000,-3.04,0,0.01,Nej,Nej
Jassem Gaber,Qatar,MID,2452000,2500000,-16000,-25000,-7000,-1.92,0,0.00,Nej,Nej
Mohammed Waad,Qatar,MID,2500000,2500000,0,0,0,0.00,0,0.00,Ja,Nej
Hassan Al-Haydos,Qatar,MID,2660000,2500000,22000,-5000,143000,6.40,0,0.01,Nej,Nej
Karim Boudiaf,Qatar,MID,2510000,2500000,22000,-5000,-7000,0.40,0,0.00,Nej,Nej
Ahmed Al-Ganehi,Qatar,MID,1981000,2000000,-5000,-5000,-9000,-0.95,0,0.12,Nej,Nej
Tahsin Jamshid,Qatar,MID,1985000,2000000,-5000,-5000,-5000,-0.75,0,0.01,Nej,Nej
Andrew Irving,Skotland,MID,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Lennon Miller,Skotland,MID,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Ben Doak,Skotland,MID,3016000,3000000,42000,-1000,-25000,0.53,0,0.24,Nej,Nej
Lewis Ferguson,Skotland,MID,2018000,2000000,42000,-9000,-15000,0.90,0,0.30,Nej,Nej
Mohamed Al-Mannai,Qatar,MID,2438000,2500000,22000,-75000,-9000,-2.48,0,0.01,Nej,Nej
Billy Gilmour,Skotland,MID,3000000,3000000,0,0,0,0.00,0,0.00,Ja,Nej
John McGinn,Skotland,MID,3731000,3500000,265000,-9000,-25000,6.60,0,1.24,Nej,Nej
Kenny McLean,Skotland,MID,2486000,2500000,12000,-1000,-25000,-0.56,0,0.05,Nej,Nej
Scott McTominay,Skotland,MID,4538000,4500000,42000,-9000,5000,0.84,0,5.83,Nej,Nej
Tyler Fletcher,Skotland,MID,1985000,2000000,-5000,-5000,-5000,-0.75,0,0.17,Nej,Nej
Ryan Christie,Skotland,MID,2502000,2500000,32000,-9000,-21000,0.08,0,0.39,Nej,Nej
David 'Junior' Hoilett,Canada,MID,2500000,2500000,0,0,0,0.00,0,0.00,Ja,Nej
Stephen Eustaquio,Canada,MID,2615000,2500000,14000,92000,9000,4.60,0,0.15,Nej,Nej
Jonathan Osorio,Canada,MID,3002000,3000000,12000,-5000,-5000,0.07,0,0.05,Nej,Nej
Tajon Buchanan,Canada,MID,3579000,3500000,4000,92000,-17000,2.26,0,0.48,Nej,Nej
Marcelo Flores,Canada,MID,1985000,2000000,-5000,-5000,-5000,-0.75,0,0.03,Ja,Nej
Otabek Shukurov,Usbekistan,MID,2453000,2500000,-15000,-41000,9000,-1.88,0,0.01,Nej,Nej
Mathieu Choiniere,Canada,MID,2473000,2500000,-5000,-5000,-17000,-1.08,0,0.02,Nej,Nej
Ali Ahmed,Canada,MID,3087000,3000000,22000,72000,-7000,2.90,0,0.10,Nej,Nej
Jacob Shaffelburg,Canada,MID,2073000,2000000,22000,52000,-1000,3.65,0,0.08,Nej,Nej
Nathan Saliba,Canada,MID,3320000,3000000,-5000,272000,53000,10.67,0,0.03,Nej,Nej
Niko Sigur,Canada,MID,2532000,2500000,-5000,42000,-5000,1.28,0,0.01,Nej,Nej
Ismael Kone,Canada,MID,3104000,3000000,47000,62000,-5000,3.47,0,0.20,Nej,Nej
Liam Millar,Canada,MID,2988000,3000000,4000,-5000,-11000,-0.40,0,0.07,Nej,Nej
Alisher Odilov,Usbekistan,MID,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Umarali Rakhmonaliyev,Usbekistan,MID,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Rajaei Ayed,Jordan,MID,2485000,2500000,-5000,-5000,-5000,-0.60,0,0.00,Nej,Nej
Ibrokhim Ibrokhimov,Usbekistan,MID,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Dostonbek Khamdamov,Usbekistan,MID,1997000,2000000,-7000,-5000,9000,-0.15,0,0.01,Nej,Nej
Aziz Ganiev,Usbekistan,MID,2429000,2500000,-5000,-41000,-25000,-2.84,0,0.01,Nej,Nej
Odildzhon Khamrobekov,Usbekistan,MID,2425000,2500000,-5000,-45000,-25000,-3.00,0,0.01,Nej,Nej
Akmal Mozgovoy,Usbekistan,MID,2521000,2500000,-15000,-17000,53000,0.84,0,0.01,Nej,Nej
Jamshid Iskanderov,Usbekistan,MID,1981000,2000000,-5000,-5000,-9000,-0.95,0,0.00,Nej,Nej
Abbosbek Fayzullaev,Usbekistan,MID,2621000,2500000,143000,-23000,1000,4.84,0,0.07,Nej,Nej
Oston Urunov,Usbekistan,MID,2469000,2500000,-9000,-5000,-17000,-1.24,0,0.01,Nej,Nej
Jaloliddin Masharipov,Usbekistan,MID,2495000,2500000,-5000,0,0,-0.20,0,0.01,Nej,Nej
Mohammad Abu 'Shararh' Zrayq,Jordan,MID,2473000,2500000,-5000,-1000,-21000,-1.08,0,0.01,Nej,Nej
Mohammad Al-Dawoud,Jordan,MID,1981000,2000000,-9000,-5000,-5000,-0.95,0,0.01,Nej,Nej
Yousef Qashi,Jordan,MID,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Mohammad Taha,Jordan,MID,1990000,2000000,0,-5000,-5000,-0.50,0,0.00,Ja,Nej
Mohammad Abu Hasheesh,Jordan,MID,2489000,2500000,-5000,-1000,-5000,-0.44,0,0.00,Nej,Nej
Nizar Al-Rashdan,Jordan,MID,2121000,2000000,-15000,143000,-7000,6.05,0,0.01,Nej,Nej
Noor Al-Rawabdeh,Jordan,MID,2523000,2500000,45000,-7000,-15000,0.92,0,0.00,Nej,Nej
Ibrahim Saadeh,Jordan,MID,2485000,2500000,-5000,-5000,-5000,-0.60,0,0.01,Nej,Nej
Amer Jamous,Jordan,MID,2481000,2500000,-5000,-5000,-9000,-0.76,0,0.00,Nej,Nej
Mahmoud Al-Mardi,Jordan,MID,2003000,2000000,-9000,11000,1000,0.15,0,0.01,Nej,Nej
Mohannad Abu Taha,Jordan,MID,2443000,2500000,-15000,-7000,-35000,-2.28,0,0.01,Nej,Nej
Odeh Al-Fakhouri,Jordan,MID,1977000,2000000,3000,-9000,-17000,-1.15,0,0.00,Nej,Nej
Mousa Tamari,Jordan,MID,3217000,3000000,3000,63000,151000,7.23,0,0.03,Nej,Nej
Ali Azaizeh,Jordan,MID,1973000,2000000,-9000,-1000,-17000,-1.35,0,0.01,Nej,Nej
Kevin Lenini Pina,Kap Verde,MID,2223000,2000000,12000,199000,12000,11.15,0,0.03,Nej,Nej
Laros Duarte,Kap Verde,MID,2566000,2500000,12000,32000,22000,2.64,0,0.01,Nej,Nej
Ailson Tavares,Kap Verde,MID,2500000,2500000,0,0,0,0.00,0,0.00,Ja,Nej
Deroy Duarte,Kap Verde,MID,2579000,2500000,12000,22000,45000,3.16,0,0.02,Nej,Nej
Jamiro Monteiro,Kap Verde,MID,2550000,2500000,12000,16000,22000,2.00,0,0.02,Nej,Nej
Yannick Semedo,Kap Verde,MID,2002000,2000000,-5000,12000,-5000,0.10,0,0.06,Nej,Nej
Sherzod Esanov,Usbekistan,MID,1989000,2000000,-5000,-1000,-5000,-0.55,0,0.01,Nej,Nej
Felix Horn Myhre,Norge,MID,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Telmo Arcanjo,Kap Verde,MID,2513000,2500000,12000,6000,-5000,0.52,0,0.01,Nej,Nej
Morten Thorsby,Norge,MID,2481000,2500000,-5000,-5000,-9000,-0.76,0,0.06,Nej,Nej
Patrick Berg,Norge,MID,2595000,2500000,42000,96000,-43000,3.80,0,0.26,Nej,Nej
Kristian Thorstvedt,Norge,MID,2042000,2000000,52000,-5000,-5000,2.10,0,0.47,Nej,Nej
Martin Ødegaard,Norge,MID,4725000,4500000,114000,116000,-5000,5.00,0,7.25,Nej,Nej
Jens Petter Hauge,Norge,MID,2481000,2500000,-5000,-5000,-9000,-0.76,0,0.30,Nej,Nej
Sander Berge,Norge,MID,3105000,3000000,64000,46000,-5000,3.50,0,0.68,Nej,Nej
Andreas Schjelderup,Norge,MID,3621000,3500000,52000,24000,45000,3.46,0,1.53,Nej,Nej
Antonio Nusa,Norge,MID,3589000,3500000,44000,54000,-9000,2.54,0,14.79,Nej,Nej
Fredrik Aursnes,Norge,MID,3063000,3000000,44000,42000,-23000,2.10,0,0.26,Nej,Nej
Oscar Bobb,Norge,MID,3081000,3000000,52000,34000,-5000,2.70,0,1.10,Nej,Nej
Kristian Arnstad,Norge,MID,2500000,2500000,0,0,0,0.00,0,0.00,Ja,Nej
Thelo Aasgaard,Norge,MID,2117000,2000000,-5000,-5000,127000,5.85,0,0.37,Nej,Nej
Tahith Chong,Curaçao,MID,1976000,2000000,-39000,12000,3000,-1.20,0,0.14,Nej,Nej
Juninho Bacuna,Curaçao,MID,2918000,3000000,-47000,2000,-37000,-2.73,0,0.03,Nej,Nej
Leandro Bacuna,Curaçao,MID,2438000,2500000,-47000,2000,-17000,-2.48,0,0.02,Nej,Nej
Kevin Felida,Curaçao,MID,1985000,2000000,-5000,-5000,-5000,-0.75,0,0.02,Nej,Nej
Tyrese Noslin,Curaçao,MID,1989000,2000000,-5000,-5000,-1000,-0.55,0,0.03,Nej,Nej
Woodensky Pierre,Haiti,MID,1985000,2000000,-5000,-5000,-5000,-0.75,0,0.03,Nej,Nej
Dominique Simon,Haiti,MID,1995000,2000000,-5000,9000,-9000,-0.25,0,0.01,Nej,Nej
Leverton Pierre,Haiti,MID,2500000,2500000,0,0,0,0.00,0,0.00,Ja,Nej
Carl Sainte,Haiti,MID,1985000,2000000,-5000,-5000,-5000,-0.75,0,0.01,Nej,Nej
Danley Jean Jacques,Haiti,MID,2941000,3000000,-9000,-45000,-5000,-1.97,0,0.01,Nej,Nej
Grady Diangana,Congo DR,MID,2500000,2500000,0,0,0,0.00,0,0.00,Ja,Nej
Nathanael Mbuku,Congo DR,MID,2528000,2500000,-5000,9000,24000,1.12,0,0.01,Nej,Nej
Noah Sadiki,Congo DR,MID,2537000,2500000,12000,-9000,34000,1.48,0,0.03,Nej,Nej
Ngal'ayel Mukau,Congo DR,MID,2565000,2500000,14000,-1000,52000,2.60,0,0.02,Nej,Nej
Godfried Roemeratoe,Curaçao,MID,2002000,2000000,-5000,12000,-5000,0.10,0,0.01,Nej,Nej
Charles Pickel,Congo DR,MID,2478000,2500000,12000,-29000,-5000,-0.88,0,0.03,Nej,Nej
Jean-Ricner Bellegarde,Haiti,MID,2933000,3000000,-29000,-25000,-13000,-2.23,0,0.01,Nej,Nej
Meschack Elia,Congo DR,MID,3102000,3000000,-5000,-5000,112000,3.40,0,0.02,Nej,Nej
Edo Kayembe,Congo DR,MID,2518000,2500000,24000,-1000,-5000,0.72,0,0.02,Nej,Nej
Theo Bongonda,Congo DR,MID,3042000,3000000,-5000,-5000,52000,1.40,0,0.02,Nej,Nej
Brian Cipenga,Congo DR,MID,2024000,2000000,-5000,-5000,34000,1.20,0,0.02,Nej,Nej
Samuel Moutoussamy,Congo DR,MID,3019000,3000000,14000,-9000,14000,0.63,0,0.02,Nej,Nej
Gaël Kakuta,Congo DR,MID,2485000,2500000,-5000,-5000,-5000,-0.60,0,0.01,Nej,Nej
Fiston Mayele,Congo DR,ANG,3217000,3000000,-5000,-5000,227000,7.23,0,0.00,Nej,Nej
Frantzdy Pierrot,Haiti,ANG,2947000,3000000,1000,-45000,-9000,-1.77,0,0.00,Nej,Nej
Ruben Providence,Haiti,ANG,2479000,2500000,1000,-25000,3000,-0.84,0,0.00,Nej,Nej
Yoane Wissa,Congo DR,ANG,3987000,3500000,159000,-9000,337000,13.91,0,0.18,Nej,Nej
Simon Banza,Congo DR,ANG,2498000,2500000,12000,-9000,-5000,-0.08,0,0.01,Nej,Nej
Cedric Bakambu,Congo DR,ANG,3537000,3500000,14000,-1000,24000,1.06,0,0.03,Nej,Nej
Derrick Etienne Jr.,Haiti,ANG,1989000,2000000,-5000,-1000,-5000,-0.55,0,0.00,Nej,Nej
Duckens Nazon,Haiti,ANG,3463000,3500000,-5000,-5000,-27000,-1.06,0,0.01,Nej,Nej
Woobens Pacius,Haiti,ANG,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Wilson Isidor,Haiti,ANG,3128000,3000000,-9000,9000,128000,4.27,0,0.01,Nej,Nej
Don Deedson Louicius,Haiti,ANG,2973000,3000000,-9000,-1000,-17000,-0.90,0,0.00,Nej,Nej
Lenny Joseph,Haiti,ANG,1993000,2000000,-1000,-1000,-5000,-0.35,0,0.00,Nej,Nej
Josue Casimir,Haiti,ANG,2441000,2500000,-1000,-25000,-33000,-2.36,0,0.00,Nej,Nej
Yassin Fortune,Haiti,ANG,1989000,2000000,-1000,-5000,-5000,-0.55,0,0.03,Nej,Nej
Ar'jany Martha,Curaçao,ANG,1985000,2000000,-5000,-5000,-5000,-0.75,0,0.00,Nej,Nej
Sontje Hansen,Curaçao,ANG,1985000,2000000,-5000,-5000,-5000,-0.75,0,0.01,Nej,Nej
Jürgen Locadia,Curaçao,ANG,1972000,2000000,-23000,12000,-17000,-1.40,0,0.02,Nej,Nej
Brandley Kuwas,Curaçao,ANG,1989000,2000000,-5000,-5000,-1000,-0.55,0,0.01,Nej,Nej
Gervane Kastaneer,Curaçao,ANG,2462000,2500000,-9000,-8000,-21000,-1.52,0,0.00,Nej,Nej
Jeremy Antonisse,Curaçao,ANG,1953000,2000000,-33000,-5000,-9000,-2.35,0,0.02,Nej,Nej
Jearl Margaritha,Curaçao,ANG,2982000,3000000,-25000,12000,-5000,-0.60,0,0.02,Nej,Nej
Kenji Gorre,Curaçao,ANG,2502000,2500000,-5000,12000,-5000,0.08,0,0.00,Nej,Nej
Jørgen Strand Larsen,Norge,ANG,2937000,3000000,-5000,-5000,-53000,-2.10,0,0.31,Nej,Nej
Erling Haaland,Norge,ANG,9281000,8500000,407000,379000,-5000,9.19,0,15.93,Nej,Nej
Alexander Sørloth,Norge,ANG,4593000,4500000,44000,54000,-5000,2.07,0,2.00,Nej,Nej
Dailon Livramento,Kap Verde,ANG,3019000,3000000,12000,-5000,12000,0.63,0,0.02,Nej,Nej
Helio Varela,Kap Verde,ANG,2674000,2500000,-5000,167000,12000,6.96,0,0.00,Nej,Nej
Willy Semedo,Kap Verde,ANG,3519000,3500000,12000,-5000,12000,0.54,0,0.02,Nej,Nej
Ryan Mendes Da Graça,Kap Verde,ANG,3040000,3000000,12000,16000,12000,1.33,0,0.00,Nej,Nej
Jovane Cabral,Kap Verde,ANG,2502000,2500000,12000,-5000,-5000,0.08,0,0.00,Nej,Nej
Nuno da Costa,Kap Verde,ANG,2546000,2500000,12000,22000,12000,1.84,0,0.01,Nej,Nej
Garry Mendes Rodrigues,Kap Verde,ANG,2513000,2500000,-5000,6000,12000,0.52,0,0.00,Nej,Nej
Gilson Benchimol Tavares,Kap Verde,ANG,2496000,2500000,-5000,6000,-5000,-0.16,0,0.00,Nej,Nej
Ibrahim Sabra,Jordan,ANG,2485000,2500000,-5000,-5000,-5000,-0.60,0,0.01,Nej,Nej
Ali Olwan,Jordan,ANG,3641000,3500000,153000,3000,-15000,4.03,0,0.01,Nej,Nej
Baha'a Faisal,Jordan,ANG,2500000,2500000,0,0,0,0.00,0,0.00,Ja,Nej
Ruslanbek Jiyanov,Usbekistan,ANG,1989000,2000000,-5000,-1000,-5000,-0.55,0,0.00,Nej,Nej
Igor Sergeev,Usbekistan,ANG,1973000,2000000,-9000,-9000,-9000,-1.35,0,0.00,Nej,Nej
Jayden Nelson,Canada,ANG,1990000,2000000,0,-5000,-5000,-0.50,0,0.01,Nej,Nej
Eldor Shomurodov,Usbekistan,ANG,3072000,3000000,3000,-41000,110000,2.40,0,0.02,Nej,Nej
Azizbek Amanov,Usbekistan,ANG,1981000,2000000,-9000,-5000,-5000,-0.95,0,0.01,Nej,Nej
Promise David,Canada,ANG,3231000,3000000,82000,-5000,154000,7.70,0,0.08,Nej,Nej
Tani Oluwaseyi,Canada,ANG,2575000,2500000,14000,52000,9000,3.00,0,0.03,Nej,Nej
Jonathan David,Canada,ANG,5127000,4500000,14000,620000,-7000,13.93,0,0.74,Nej,Nej
